"PDF相对路径","章节目录","PDF页码","页数","证据方式","提取字符数","关联知识点","关联题目编号","关联题目数量","覆盖状态"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","87","105","OCR待图核","457","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","88","105","OCR待图核","332","ROC 曲线与 AUC","219","1","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","89","105","OCR待图核","195","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","90","105","OCR待图核","191","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","91","105","OCR待图核","328","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","92","105","OCR待图核","73","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","93","105","OCR待图核","156","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","94","105","OCR待图核","171","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","95","105","OCR待图核","142","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","96","105","OCR待图核","78","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","97","105","OCR待图核","219","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","98","105","OCR待图核","36","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","99","105","OCR待图核","150","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","100","105","OCR待图核","172","需求到设计的可追踪性；线上线下一致性验证","293、452、492","3","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","101","105","OCR待图核","58","附件题目 · 测试验证","471、472、473、474、475、476、477、478、496、497、498、499、500、503","14","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","102","105","OCR待图核","342","附件题目 · 测试验证","471、472、473、474、475、476、477、478、496、497、498、499、500、503","14","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","103","105","OCR待图核","196","附件题目 · 测试验证","471、472、473、474、475、476、477、478、496、497、498、499、500、503","14","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","104","105","OCR待图核","137","附件题目 · 测试验证","471、472、473、474、475、476、477、478、496、497、498、499、500、503","14","仅关键词候选，未逐题证实"
"第五章/485d3f08-bc7a-4f36-9bf2-89262f0f9e0a.pdf","第五章","105","105","OCR待图核","159","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","1","13","PDF文本层","769","硬件性能指标；AI 测试覆盖；附件题目 · 测试验证；UAT 验证阶段","149、274、469、471、472、473、474、475、476、477、478、496、497、498、499、500、503、529、540、589","20","仅关键词候选，未逐题证实"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","2","13","PDF文本层","32","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","3","13","PDF文本层","83","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","4","13","PDF文本层","139","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","5","13","PDF文本层","121","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","6","13","PDF文本层","732","AI 计算平台基本功能；功能需求；产品交付流程","54、134、281、301、314、521、532、581、619","9","仅关键词候选，未逐题证实"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","7","13","PDF文本层","157","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","8","13","PDF文本层","43","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","9","13","PDF文本层","1299","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","10","13","PDF文本层","1624","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","11","13","PDF文本层","1348","","","0","本页无已关联题目；不等于知识点已覆盖"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","12","13","PDF文本层","1153","产品交付流程","521、532、581、619","4","仅关键词候选，未逐题证实"
"第五章/75f48bf9-1e3a-4934-8735-88796968fa71.pdf","第五章","13","13","PDF文本层","266","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","1","12","PDF文本层","839","附件题目 · 产品交付","566、567、569、570、571、572、573、574、576、577、578、603、604、605、607、608","16","仅关键词候选，未逐题证实"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","2","12","PDF文本层","55","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","3","12","PDF文本层","215","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","4","12","PDF文本层","25","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","5","12","PDF文本层","63","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","6","12","PDF文本层","394","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","7","12","PDF文本层","330","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","8","12","PDF文本层","180","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","9","12","PDF文本层","548","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","10","12","PDF文本层","1462","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","11","12","PDF文本层","1908","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/47026363-d7d5-49ca-843a-452475548ed0.pdf","第六章","12","12","PDF文本层","848","Ring AllReduce","346","1","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","1","42","OCR待图核","97","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","2","42","OCR待图核","76","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","3","42","OCR待图核","13","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","4","42","OCR待图核","439","安全测试；分阶段验收","470、558","2","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","5","42","OCR待图核","579","硬件性能指标；AI 测试覆盖","149、274、469","3","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","6","42","OCR待图核","493","产品交付流程","521、532、581、619","4","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","7","42","OCR待图核","432","硬件性能指标；AI 测试覆盖","149、274、469","3","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","8","42","OCR待图核","682","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","9","42","OCR待图核","14","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","10","42","OCR待图核","153","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","11","42","OCR待图核","186","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","12","42","OCR待图核","529","测试报告；产品交付流程；交付文档标准；交付文档","468、521、522、532、533、581、582、619、620、639","10","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","13","42","OCR待图核","68","交付准备阶段；UAT 验证阶段；交付准备","528、529、539、540、588、589、626、634","8","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","14","42","OCR待图核","453","交付准备阶段；UAT 文档；交付准备","528、539、555、588、626、634","6","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","15","42","OCR待图核","504","产品交付流程；UAT 验证阶段；UAT 文档","521、529、532、540、555、581、589、619","8","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","16","42","OCR待图核","186","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","17","42","OCR待图核","407","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","18","42","OCR待图核","550","附件题目 · 产品交付","575、606","2","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","19","42","OCR待图核","390","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","20","42","OCR待图核","112","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","21","42","OCR待图核","15","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","22","42","OCR待图核","251","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","23","42","OCR待图核","19","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","24","42","OCR待图核","145","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","25","42","OCR待图核","209","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","26","42","OCR待图核","56","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","27","42","OCR待图核","65","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","28","42","OCR待图核","210","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","29","42","OCR待图核","285","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","30","42","OCR待图核","342","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","31","42","OCR待图核","1011","网络爬虫组成；Kafka 与 Elasticsearch","50、96、130、180、321、332、381、419","8","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","32","42","OCR待图核","551","Kafka 与 Elasticsearch","321、332、381、419","4","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","33","42","OCR待图核","299","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","34","42","OCR待图核","147","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","35","42","OCR待图核","24","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","36","42","OCR待图核","131","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","37","42","OCR待图核","22","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","38","42","OCR待图核","194","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","39","42","OCR待图核","583","GPU 虚拟化 MIG 与远程共享；Docker Compose、Helm 与 Serverless；CUDA 数值计算库；附件题目 · 产品交付；跨环境模型迁出；银行案例隔离规则","226、322、333、344、382、420、568、579、602","9","已定位依据题：568、579、602；另有关键词候选题：226、322、333、344、382、420"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","40","42","OCR待图核","219","机器学习框架；机器学习框架接口；Docker Compose、Helm 与 Serverless；CUDA 数值计算库","207、247、275、322、333、344、382、420","8","仅关键词候选，未逐题证实"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","41","42","OCR待图核","90","","","0","本页无已关联题目；不等于知识点已覆盖"
"第六章/c2ffb75e-d16c-4285-8273-3eb52c634660.pdf","第六章","42","42","OCR待图核","131","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","1","82","OCR待图核","99","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","2","82","OCR待图核","77","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","3","82","OCR待图核","105","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","4","82","OCR待图核","46","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","5","82","OCR待图核","101","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","6","82","OCR待图核","167","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","7","82","OCR待图核","164","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","8","82","OCR待图核","106","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","9","82","OCR待图核","70","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","10","82","OCR待图核","92","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","11","82","OCR待图核","77","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","12","82","OCR待图核","219","非功能需求","282、302、318","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","13","82","OCR待图核","117","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","14","82","OCR待图核","113","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","15","82","OCR待图核","113","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","16","82","OCR待图核","168","软件构造","48、128、178","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","17","82","OCR待图核","158","软件构造","48、128、178","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","18","82","OCR待图核","93","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","19","82","OCR待图核","239","机器学习框架；机器学习框架的底层实现；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口；TensorFlow底层实现；功能需求","207、240、247、273、275、279、281、301、314","9","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","20","82","OCR待图核","132","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","21","82","OCR待图核","1184","机器学习框架；模型压缩；机器学习框架的底层实现；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口；TensorFlow底层实现；模型压缩目标","207、209、240、247、273、275、279、437","8","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","22","82","OCR待图核","471","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；非功能需求","207、240、247、275、279、282、302、318","8","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","23","82","OCR待图核","197","机器学习框架；人工智能芯片；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、214、240、247、275、279","6","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","24","82","OCR待图核","371","机器学习框架；机器学习框架的底层实现；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口；TensorFlow底层实现；功能需求","207、240、247、273、275、279、281、301、314","9","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","25","82","OCR待图核","213","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","26","82","OCR待图核","225","功能需求","281、301、314","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","27","82","OCR待图核","320","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","28","82","OCR待图核","349","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","29","82","OCR待图核","93","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","30","82","OCR待图核","474","机器学习框架；机器学习框架接口；MLOps 中的 CI、CD 与 CT","207、247、275、323、334、383、421","7","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","31","82","OCR待图核","332","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","32","82","OCR待图核","300","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","33","82","OCR待图核","311","监督学习、无监督学习与强化学习；机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","202、207、240、242、247、267、275、279","8","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","34","82","OCR待图核","639","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；附件题目 · 设计开发；附件题目 · 设计开发｜批量数据处理价值密度；附件题目 · 设计开发｜容器与虚拟机兼容性","207、240、247、275、279、354、355、356、357、366、367、368、369、370、372、376、378、392、393、404、405、406、408、418、426、427","26","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","35","82","OCR待图核","45","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","36","82","OCR待图核","140","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","37","82","OCR待图核","233","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","38","82","OCR待图核","310","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","39","82","OCR待图核","230","分阶段验收","558","1","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","40","82","OCR待图核","428","深度学习；机器学习框架；机器学习框架的底层实现；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口；TensorFlow底层实现","203、207、240、243、247、268、273、275、279","9","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","41","82","OCR待图核","614","深度学习；机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；安全测试","203、207、240、243、247、268、275、279、470","9","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","42","82","OCR待图核","381","特征工程；机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；附件题目 · 设计开发；附件题目 · 设计开发｜批量数据处理价值密度；附件题目 · 设计开发｜容器与虚拟机兼容性","43、74、123、173、207、240、247、275、279、354、355、356、357、366、367、368、369、370、372、376、378、392、393、404、405、406、408、418、426、427","30","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","43","82","OCR待图核","295","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；附件题目 · 设计开发；附件题目 · 设计开发｜批量数据处理价值密度；附件题目 · 设计开发｜容器与虚拟机兼容性","207、240、247、275、279、354、355、356、357、366、367、368、369、370、372、376、378、392、393、404、405、406、408、418、426、427","26","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","44","82","OCR待图核","138","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；附件题目 · 设计开发；附件题目 · 设计开发｜批量数据处理价值密度；附件题目 · 设计开发｜容器与虚拟机兼容性","207、240、247、275、279、354、355、356、357、366、367、368、369、370、372、376、378、392、393、404、405、406、408、418、426、427","26","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","45","82","OCR待图核","159","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","46","82","OCR待图核","300","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","47","82","OCR待图核","358","特征工程；分阶段验收","43、74、123、173、558","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","48","82","OCR待图核","308","特征工程；分阶段验收","43、74、123、173、558","5","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","49","82","OCR待图核","186","特征工程","43、74、123、173","4","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","50","82","OCR待图核","235","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","51","82","OCR待图核","184","软件构造","48、128、178","3","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","52","82","OCR待图核","59","附件题目 · 基础知识","101、102、103、151、152、181","6","仅关键词候选，未逐题证实"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","53","82","OCR待图核","147","","","0","本页无已关联题目；不等于知识点已覆盖"
"第四章/0. 设计开发/fb7c16cc-757f-40ca-975a-30165dab7be3.pdf","第四章","54","82","OCR待图核","255","","","0","本页无已关联题目；不等于知识点已覆盖"
